track_name,artists_names,principal_artist_name,artist_genres,popularity,year,danceability,energy,valence,acousticness,instrumentalness,speechiness,tempo,loudness,duration_min,genre_label,cluster
This Is How We Do It,Montell Jordan;Wino,Montell Jordan,contemporary r&b;new jack swing;r&b;urban contemporary,62,1995,0.775,0.606,0.788,0.042,0.0,0.12,103.648,-9.86,4.62155,R&B,1
Leader of the Band,Dan Fogelberg,Dan Fogelberg,album rock;classic rock;country rock;folk rock;mellow gold;singer-songwriter;soft rock;yacht rock,63,1995,0.628,0.159,0.505,0.872,0.0,0.0333,135.003,-14.363,4.273316666666667,Country,0
It Matters to Me,Faith Hill,Faith Hill,contemporary country;country;country dawn;country road,58,1995,0.613,0.355,0.129,0.567,0.0,0.0247,135.622,-8.218,3.294433333333334,Country,0
I Can Love You Like That,All-4-One,All-4-One,boy band;contemporary r&b;r&b,62,1995,0.635,0.712,0.423,0.0811,0.0,0.0283,91.024,-4.998,4.299316666666667,R&B,2
I Like It (I Wanna Be Where You Are),Grand Puba,Grand Puba,east coast hip hop;harlem hip hop,61,1995,0.865,0.641,0.761,0.0613,0.000106,0.162,95.307,-6.652,4.392216666666667,Hip Hop,1
Brooklyn Zoo,Ol' Dirty Bastard,Ol' Dirty Bastard,east coast hip hop;hardcore hip hop;hip hop,60,1995,0.704,0.701,0.618,0.549,0.0,0.46,92.032,-8.031,3.6251,Hip Hop,1
Amazed,Lonestar,Lonestar,contemporary country;country;country road,60,1995,0.557,0.553,0.253,0.247,0.0,0.0319,139.821,-7.954,3.999766666666666,Country,0
Me Against The World,2Pac;Dramacydal,2Pac,g funk;gangster rap;hip hop;rap;west coast rap,64,1995,0.791,0.804,0.765,0.0248,0.0301,0.221,91.938,-3.865,4.652216666666667,Hip Hop,1
Love U 4 Life,Jodeci,Jodeci,contemporary r&b;new jack swing;r&b;urban contemporary,57,1995,0.606,0.648,0.646,0.349,0.0,0.0466,59.041,-7.802,4.834433333333333,R&B,0
Better Things To Do,Terri Clark,Terri Clark,alberta country;canadian contemporary country;canadian country;country;country dawn;country road,56,1995,0.569,0.782,0.595,0.105,0.0,0.0491,150.631,-5.868,3.13555,Country,2
Scream,Michael Jackson;Janet Jackson,Michael Jackson,r&b;soul,61,1995,0.805,0.942,0.608,0.0745,1.46e-05,0.0905,106.525,-6.584,4.638216666666667,R&B,2
Before You Walk Out of My Life,Monica,Monica,contemporary r&b;hip pop;r&b;urban contemporary,58,1995,0.555,0.41,0.433,0.227,0.0,0.0431,169.804,-8.308,4.88,R&B,0
East 1999,Bone Thugs-N-Harmony,Bone Thugs-N-Harmony,gangster rap;hardcore hip hop;hip hop;ohio hip hop;rap,56,1995,0.878,0.607,0.735,0.0748,0.0,0.149,129.472,-9.032,4.362883333333333,Hip Hop,1
4th Chamber,GZA;RZA;Ghostface Killah;Killah Priest,GZA,east coast hip hop;hardcore hip hop,59,1995,0.708,0.447,0.0384,0.0271,0.000728,0.0952,89.62,-6.305,4.616116666666667,Hip Hop,0
Temptations,2Pac,2Pac,g funk;gangster rap;hip hop;rap;west coast rap,59,1995,0.782,0.665,0.707,0.135,3.15e-06,0.0754,90.709,-7.211,5.00955,Hip Hop,1
Friends in Low Places - Live,Garth Brooks,Garth Brooks,classic oklahoma country,55,1995,0.418,0.641,0.463,0.516,8.11e-06,0.092,113.872,-9.56,6.0491,Country,0
Earth Song,Michael Jackson,Michael Jackson,r&b;soul,68,1995,0.501,0.439,0.145,0.482,0.000117,0.0313,138.377,-7.521,6.767333333333333,R&B,0
East Bound and Down,Jerry Reed,Jerry Reed,classic country pop;country;country rock,55,1995,0.518,0.913,0.774,0.369,0.0,0.0559,121.65,-10.616,2.778883333333333,Country,2
Stars,Hum,Hum,american shoegaze;countrygaze;dreamo;grungegaze;post-hardcore;spacegrunge,54,1995,0.271,0.742,0.148,0.000285,0.26,0.0529,91.844,-12.669,5.151766666666667,Country,0
Liquid Swords,GZA,GZA,east coast hip hop;hardcore hip hop,58,1995,0.798,0.624,0.347,0.417,1.01e-05,0.391,89.02,-7.249,4.513333333333334,Hip Hop,1
That's How I Got To Memphis,Tom T. Hall,Tom T. Hall,classic country pop;outlaw country,56,1995,0.707,0.432,0.761,0.168,0.000156,0.0368,109.964,-13.432,3.0411,Country,0
Blue,The Jayhawks,The Jayhawks,alternative country;folk;roots rock,55,1995,0.527,0.572,0.364,0.225,0.0,0.0269,136.117,-8.199,3.158433333333333,Country,2
You Used to Love Me,Faith Evans,Faith Evans,contemporary r&b;hip pop;r&b;urban contemporary,54,1995,0.702,0.458,0.679,0.247,1.64e-06,0.0348,89.266,-8.195,4.486216666666667,R&B,0
Cell Therapy,Goodie Mob,Goodie Mob,atl hip hop;conscious hip hop;dirty south rap;hardcore hip hop;old school atlanta hip hop;southern hip hop,56,1995,0.849,0.476,0.48,0.0965,0.0,0.445,83.21,-10.479,4.618883333333334,Hip Hop,1
It Ain't Easy,2Pac,2Pac,g funk;gangster rap;hip hop;rap;west coast rap,58,1995,0.786,0.777,0.652,0.472,1.06e-06,0.122,90.662,-8.918,4.898883333333333,Hip Hop,1
The Road Goes On Forever,The Highwaymen,The Highwaymen,country;outlaw country,55,1995,0.714,0.633,0.672,0.597,1.23e-05,0.046,111.583,-9.912,4.69,Country,0
What Mattered Most,Ty Herndon,Ty Herndon,country;country road,52,1995,0.529,0.509,0.27,0.415,0.0,0.0253,142.311,-8.926,3.690433333333333,Country,0
Too Much Fun,Daryle Singletary,Daryle Singletary,country;country road,54,1995,0.681,0.888,0.797,0.124,1.46e-06,0.0656,151.785,-4.635,2.76,Country,2
Friday,Ice Cube,Ice Cube,conscious hip hop;g funk;gangster rap;hip hop;rap;west coast rap,55,1995,0.693,0.759,0.63,0.0694,4.39e-06,0.0631,186.047,-4.184,3.830433333333333,Hip Hop,2
Faster Horses (The Cowboy And The Poet),Tom T. Hall,Tom T. Hall,classic country pop;outlaw country,54,1995,0.652,0.493,0.858,0.686,0.0,0.0505,115.18,-13.313,2.8771,Country,0
Doo Wop (That Thing) - Edit,Ms. Lauryn Hill,Ms. Lauryn Hill,alternative r&b;conscious hip hop;hip hop;neo soul;new jersey rap;r&b;soul,55,1995,0.796,0.539,0.627,0.00762,0.0,0.0699,99.913,-9.535,4.01555,Hip Hop,1
I Wanna Smoke,Gangsta Pat;Psycho,Gangsta Pat,memphis hip hop,54,1995,0.701,0.467,0.187,0.344,0.0,0.0502,138.272,-13.573,5.176,Hip Hop,0
Bigger Than the Beatles,Joe Diffie,Joe Diffie,classic oklahoma country;contemporary country;country;country road,52,1995,0.735,0.769,0.648,0.082,0.0,0.0309,119.444,-8.031,3.953766666666667,Country,2
Old School,2Pac,2Pac,g funk;gangster rap;hip hop;rap;west coast rap,59,1995,0.781,0.86,0.623,0.0886,0.00381,0.294,90.868,-2.421,4.653333333333333,Hip Hop,1
Lost In Love,MC Magic,MC Magic,chicano rap;latin hip hop,51,1995,0.842,0.376,0.5,0.189,0.0,0.274,140.021,-13.424,4.124433333333333,Hip Hop,1
"Guillotine (Swordz) (feat. Ghostface Killah, Inspectah Deck & GZA (Genius))",Raekwon;Ghostface Killah;Inspectah Deck;GZA,Raekwon,east coast hip hop;hardcore hip hop,56,1995,0.873,0.728,0.809,0.266,0.0,0.313,100.059,-7.543,4.382883333333333,Hip Hop,1
I Like,Kut Klose,Kut Klose,contemporary r&b;girl group;new jack swing;r&b,53,1995,0.705,0.439,0.65,0.378,1.75e-05,0.0263,112.397,-10.246,4.314883333333333,R&B,0
Twisted,Keith Sweat,Keith Sweat,contemporary r&b;new jack swing;r&b;urban contemporary,69,1996,0.615,0.514,0.822,0.393,0.0,0.0466,175.849,-9.759,4.344433333333333,R&B,0
Ambitionz Az A Ridah,2Pac,2Pac,g funk;gangster rap;hip hop;rap;west coast rap,81,1996,0.801,0.91,0.805,0.00239,0.000891,0.225,87.277,-6.566,4.639766666666667,Hip Hop,1
If I Ruled the World (Imagine That) (feat. Lauryn Hill),Nas;Ms. Lauryn Hill,Nas,conscious hip hop;east coast hip hop;gangster rap;hardcore hip hop;hip hop;queens hip hop;rap,73,1996,0.879,0.564,0.523,0.0474,9.43e-06,0.247,93.908,-7.682,4.706216666666666,Hip Hop,1
Two Dozen Roses,Shenandoah,Shenandoah,contemporary country;country;country road,68,1996,0.687,0.648,0.6,0.314,1.37e-06,0.027,121.341,-9.137,3.40555,Country,2
Bulls On Parade,Rage Against The Machine,Rage Against The Machine,alternative metal;alternative rock;conscious hip hop;funk metal;hard rock;nu metal;political hip hop;post-grunge;rap metal;rap rock;rock,77,1996,0.412,0.919,0.572,0.0124,0.0601,0.184,166.367,-7.291,3.824433333333333,Hip Hop,2
Strawberry Wine,Deana Carter,Deana Carter,country;country dawn;country road,70,1996,0.572,0.449,0.207,0.314,0.0,0.0264,122.632,-6.566,4.858883333333333,Country,0
Get It Together,702,702,contemporary r&b;girl group;hip pop;r&b;urban contemporary,71,1996,0.791,0.186,0.317,0.625,2.67e-06,0.0333,114.061,-11.367,4.856666666666666,R&B,0
Blue Clear Sky,George Strait,George Strait,contemporary country;country;country road,66,1996,0.638,0.819,0.706,0.202,4.1e-05,0.0291,124.062,-6.646,2.914433333333333,Country,2
How Do U Want It (ft. K-Ci & JoJo),2Pac;K-Ci & JoJo,2Pac,g funk;gangster rap;hip hop;rap;west coast rap,70,1996,0.762,0.838,0.73,0.033,0.0,0.0963,92.482,-3.701,4.792433333333333,Hip Hop,2
Killing Me Softly With His Song,Fugees;Ms. Lauryn Hill,Fugees,east coast hip hop;hip hop;neo soul;new jersey rap,80,1996,0.765,0.29,0.506,0.0279,0.0,0.139,92.409,-17.117,4.97955,Hip Hop,0
Ratha Be Ya Nigga (ft. Richie Rich),2Pac;Richie Rich,2Pac,g funk;gangster rap;hip hop;rap;west coast rap,69,1996,0.684,0.555,0.553,0.204,0.0,0.292,84.754,-5.573,4.232883333333334,Hip Hop,1
Ready or Not,Fugees;Ms. Lauryn Hill;Wyclef Jean;Pras,Fugees,east coast hip hop;hip hop;neo soul;new jersey rap,75,1996,0.607,0.422,0.563,0.209,0.0,0.499,130.47,-13.364,3.7831,Hip Hop,1
ATLiens,Outkast,Outkast,atl hip hop;dirty south rap;hip hop;old school atlanta hip hop;rap;southern hip hop,73,1996,0.918,0.734,0.608,0.0296,8.01e-06,0.269,97.044,-2.832,3.844883333333333,Hip Hop,1
2 Of Amerikaz Most Wanted (ft. Snoop Doggy Dogg),2Pac;Snoop Dogg,2Pac,g funk;gangster rap;hip hop;rap;west coast rap,72,1996,0.849,0.904,0.854,0.0248,5.11e-05,0.138,99.258,-4.78,4.108883333333333,Hip Hop,1
Hail Mary,Makaveli,Makaveli,gangster rap;hip hop;singeli,72,1996,0.696,0.636,0.358,0.158,1.28e-05,0.335,81.593,-6.915,5.163333333333333,Hip Hop,1
Time Marches On,Tracy Lawrence,Tracy Lawrence,arkansas country;contemporary country;country;country road,69,1996,0.856,0.517,0.479,0.563,0.000164,0.0293,118.399,-9.232,3.089333333333333,Country,0
Cupid,112,112,atl hip hop;boy band;contemporary r&b;r&b;urban contemporary,66,1996,0.685,0.38,0.87,0.373,0.0,0.112,175.562,-11.219,4.204433333333333,Hip Hop,0
No Diggity,Blackstreet;Dr. Dre;Queen Pen,Blackstreet,boy band;contemporary r&b;new jack swing;r&b;urban contemporary,80,1996,0.867,0.646,0.67,0.303,0.0,0.288,88.634,-4.674,5.076666666666667,R&B,1
All Eyez On Me (ft. Big Syke),2Pac;Big Syke,2Pac,g funk;gangster rap;hip hop;rap;west coast rap,80,1996,0.872,0.723,0.843,0.0293,0.0,0.247,93.279,-5.968,5.12955,Hip Hop,1
One In A Million,Aaliyah,Aaliyah,contemporary r&b;dance pop;hip pop;r&b;urban contemporary,70,1996,0.741,0.508,0.354,0.0347,6.45e-05,0.0507,121.965,-5.099,4.512666666666667,R&B,2
"Heads Carolina, Tails California",Jo Dee Messina,Jo Dee Messina,contemporary country;country;country dawn;country road,74,1996,0.607,0.815,0.57,0.0471,2.81e-05,0.039,136.949,-6.619,3.496,Country,2
Little Bitty,Alan Jackson,Alan Jackson,country,70,1996,0.571,0.818,0.728,0.151,0.0,0.0415,163.045,-6.539,2.643766666666667,Country,2
I Can Still Make Cheyenne,George Strait,George Strait,contemporary country;country;country road,63,1996,0.585,0.39,0.237,0.68,0.000769,0.0266,109.514,-10.233,4.267766666666667,Country,0
Gettin' It (feat. Parliament Funkadelic),Too $hort;Parliament Funkadelic,Too $hort,cali rap;gangster rap;golden age hip hop;hyphy;oakland hip hop;west coast rap,63,1996,0.902,0.41,0.647,0.176,0.0,0.219,84.07,-5.31,5.690433333333333,Hip Hop,1
Fu-Gee-La,Fugees;Ms. Lauryn Hill;Wyclef Jean;Pras,Fugees,east coast hip hop;hip hop;neo soul;new jersey rap,69,1996,0.681,0.505,0.399,0.137,0.0,0.138,89.953,-11.709,4.334433333333333,Hip Hop,0
Carried Away,George Strait,George Strait,contemporary country;country;country road,61,1996,0.575,0.489,0.3,0.672,0.000646,0.0273,136.662,-7.428,3.374433333333333,Country,0
"Only You (feat. The Notorious B.I.G., Ma$e) - Bad Boy Remix",112;The Notorious B.I.G.;Ma$e,112,atl hip hop;boy band;contemporary r&b;r&b;urban contemporary,66,1996,0.764,0.525,0.787,0.0296,0.0,0.048,95.813,-5.969,4.82355,Hip Hop,1
Nobody (feat. Athena Cage),Keith Sweat;Athena Cage,Keith Sweat,contemporary r&b;new jack swing;r&b;urban contemporary,65,1996,0.699,0.492,0.388,0.484,0.0,0.0318,117.907,-9.449,4.412883333333333,R&B,0
Only God Can Judge Me (ft. Rappin' 4-Tay),2Pac;Rappin' 4-Tay,2Pac,g funk;gangster rap;hip hop;rap;west coast rap,68,1996,0.802,0.787,0.806,0.00127,0.000181,0.206,90.189,-6.009,4.948433333333333,Hip Hop,1
People of the Sun,Rage Against The Machine,Rage Against The Machine,alternative metal;alternative rock;conscious hip hop;funk metal;hard rock;nu metal;political hip hop;post-grunge;rap metal;rap rock;rock,66,1996,0.53,0.871,0.706,0.00407,0.0207,0.302,93.046,-6.361,2.5011,Hip Hop,1
Every Light In The House,Trace Adkins,Trace Adkins,contemporary country;country;country road,65,1996,0.637,0.472,0.349,0.539,0.0,0.0271,129.236,-7.295,2.993333333333333,Country,0
"All About U (ft. Nate Dogg, Snoop Dogg, Fatal, Yani Hadati)",2Pac;Yaki Kadafi;Snoop Dogg;Nate Dogg;Fatal,2Pac,g funk;gangster rap;hip hop;rap;west coast rap,67,1996,0.856,0.793,0.761,0.0655,0.0,0.134,103.208,-4.003,4.61355,Hip Hop,1
Un-Break My Heart,Toni Braxton,Toni Braxton,contemporary r&b;dance pop;r&b;urban contemporary,71,1996,0.625,0.426,0.112,0.412,0.0,0.0271,110.021,-8.4,4.50555,R&B,0
I've Been Everywhere,Johnny Cash,Johnny Cash,arkansas country;outlaw country;rock,63,1996,0.731,0.779,0.817,0.6,1.74e-06,0.0658,112.2,-5.884,3.278883333333333,Country,2
Can't C Me,2Pac,2Pac,g funk;gangster rap;hip hop;rap;west coast rap,71,1996,0.795,0.852,0.673,0.0442,3.47e-06,0.178,95.44,-2.238,5.512666666666667,Hip Hop,1
Bark Like You Want It,Sir Mix-A-Lot,Sir Mix-A-Lot,old school hip hop,65,1996,0.95,0.827,0.822,0.00121,6.32e-06,0.246,135.185,-8.79,3.343333333333333,Hip Hop,1
Ascension (Don't Ever Wonder) - Remastered 2021,Maxwell,Maxwell,neo soul;quiet storm;r&b;urban contemporary,66,1996,0.762,0.459,0.749,0.111,0.0219,0.0379,96.069,-10.307,5.76625,R&B,1
Get Me Home,Foxy Brown;Blackstreet,Foxy Brown,contemporary r&b;east coast hip hop;hip pop;r&b,64,1996,0.774,0.48,0.332,0.109,0.000661,0.228,96.067,-6.599,3.823333333333333,Hip Hop,1
You're Makin' Me High,Toni Braxton,Toni Braxton,contemporary r&b;dance pop;r&b;urban contemporary,62,1996,0.853,0.563,0.893,0.0118,2.12e-05,0.0379,92.112,-8.663,4.457333333333334,R&B,1
We Gonna Take U Back (Lude) / Don't Leave Me,Blackstreet,Blackstreet,boy band;contemporary r&b;new jack swing;r&b;urban contemporary,62,1996,0.794,0.589,0.672,0.0778,0.0,0.0395,81.821,-4.48,5.286,R&B,1
Kissin' You,Total,Total,contemporary r&b;hip pop;new jack swing;r&b,60,1996,0.746,0.493,0.878,0.302,0.00957,0.0997,82.04,-9.427,4.70555,R&B,1
If Your Girl Only Knew,Aaliyah,Aaliyah,contemporary r&b;dance pop;hip pop;r&b;urban contemporary,61,1996,0.841,0.741,0.834,0.137,0.000445,0.0359,88.408,-3.487,4.849333333333333,R&B,1
I Think I ll Just Stay Here And Drink - Re-Recorded,Merle Haggard,Merle Haggard,bakersfield sound;country;country rock;nashville sound;outlaw country,58,1996,0.575,0.399,0.759,0.0815,0.07,0.0369,87.896,-15.716,3.849883333333334,Country,0
One Way Ticket (Because I Can),LeAnn Rimes,LeAnn Rimes,contemporary country;country;country dawn;country road,58,1996,0.696,0.778,0.746,0.0291,1.77e-06,0.0286,119.93,-7.28,3.732883333333334,Country,2
To Live And Die In L.A.,Makaveli,Makaveli,gangster rap;hip hop;singeli,62,1996,0.579,0.818,0.753,0.241,0.0,0.313,173.832,-7.635,4.5571,Hip Hop,2
Jazzy Belle,Outkast,Outkast,atl hip hop;dirty south rap;hip hop;old school atlanta hip hop;rap;southern hip hop,64,1996,0.878,0.65,0.101,0.0178,0.0,0.252,92.03,-8.08,4.194433333333333,Hip Hop,1
Touch Me Tease Me,Case;Foxy Brown;Mary J. Blige,Case,contemporary r&b;new jack swing;r&b;urban contemporary,57,1996,0.653,0.746,0.492,0.28,5.49e-06,0.0595,87.611,-8.254,3.79155,R&B,2
We Danced Anyway,Deana Carter,Deana Carter,country;country dawn;country road,59,1996,0.629,0.721,0.651,0.502,0.0,0.0277,94.054,-3.722,3.37555,Country,2
Elevators (Me & You),Outkast,Outkast,atl hip hop;dirty south rap;hip hop;old school atlanta hip hop;rap;southern hip hop,61,1996,0.772,0.586,0.643,0.0234,0.000722,0.301,85.068,-10.434,4.42,Hip Hop,1
Sumthin' Sumthin' - Remastered 2021,Maxwell,Maxwell,neo soul;quiet storm;r&b;urban contemporary,61,1996,0.796,0.537,0.857,0.445,0.0725,0.0751,97.886,-9.383,4.2945,R&B,1
Shorty Wanna Be A Thug,2Pac,2Pac,g funk;gangster rap;hip hop;rap;west coast rap,65,1996,0.807,0.717,0.372,0.00481,1.47e-05,0.0331,90.02,-3.775,3.860883333333333,Hip Hop,2
"Run Tha Streetz (ft. Michel'le, Storm, Mutah)",2Pac;Storm;Mutah;Michel'le,2Pac,g funk;gangster rap;hip hop;rap;west coast rap,63,1996,0.791,0.781,0.689,0.114,2.43e-06,0.23,166.965,-4.315,5.273333333333333,Hip Hop,1
"Next To You, Next To Me",Shenandoah,Shenandoah,contemporary country;country;country road,59,1996,0.65,0.712,0.921,0.418,2.28e-05,0.0253,94.292,-8.25,3.428883333333333,Country,2
I'm Still In Love With You,New Edition,New Edition,boy band;contemporary r&b;new jack swing;r&b;urban contemporary,58,1996,0.741,0.519,0.418,0.426,0.0,0.0351,134.294,-4.683,4.6611,R&B,2
Swingin',John Anderson,John Anderson,classic country pop;country;country road;country rock,56,1996,0.655,0.751,0.746,0.066,0.0,0.0311,110.755,-10.689,2.981333333333333,Country,2
The Hop,A Tribe Called Quest,A Tribe Called Quest,conscious hip hop;east coast hip hop;golden age hip hop;hip hop;jazz rap;queens hip hop,65,1996,0.927,0.517,0.616,0.0679,0.0,0.361,95.525,-6.489,3.457766666666667,Hip Hop,1
Every Time I Close My Eyes (with Kenny G),Babyface;Kenny G,Babyface,contemporary r&b;r&b;urban contemporary,64,1996,0.654,0.417,0.279,0.0624,0.0,0.025,143.676,-7.699,4.937766666666667,R&B,0
"Picture Me Rollin' (ft. Danny Boy, CPO, Big Syke)",2Pac;Big Syke;C-PO;Danny Boy,2Pac,g funk;gangster rap;hip hop;rap;west coast rap,62,1996,0.834,0.759,0.438,0.0278,0.0,0.135,95.927,-4.918,5.245333333333333,Hip Hop,1
Pony,Ginuwine,Ginuwine,contemporary r&b;hip pop;r&b;urban contemporary,63,1996,0.544,0.648,0.956,0.0068,0.000919,0.29,142.026,-8.079,5.413333333333333,R&B,1
Crush on You,Lil' Kim,Lil' Kim,dance pop;east coast hip hop;gangster rap;hip hop;hip pop;pop rap;r&b;rap;southern hip hop;trap queen;urban contemporary,58,1996,0.827,0.635,0.766,0.278,0.000119,0.251,88.87,-6.77,4.594,Hip Hop,1
Me And My Girlfriend,Makaveli,Makaveli,gangster rap;hip hop;singeli,64,1996,0.828,0.893,0.711,0.117,0.0,0.192,85.95,-4.567,5.137766666666667,Hip Hop,1
The Message,Nas,Nas,conscious hip hop;east coast hip hop;gangster rap;hardcore hip hop;hip hop;queens hip hop;rap,66,1996,0.614,0.543,0.485,0.00776,3.28e-05,0.374,178.422,-7.178,3.90155,Hip Hop,1
Steelo,702,702,contemporary r&b;girl group;hip pop;r&b;urban contemporary,59,1996,0.767,0.731,0.678,0.103,0.00364,0.114,90.997,-8.109,4.299316666666667,R&B,1
Let's Get Down,Tony! Toni! Toné!;DJ Quik,Tony! Toni! Toné!,contemporary r&b;new jack swing;r&b;urban contemporary,57,1996,0.907,0.645,0.562,0.043,0.0,0.0976,103.312,-4.38,4.991766666666667,R&B,1
4 Page Letter,Aaliyah,Aaliyah,contemporary r&b;dance pop;hip pop;r&b;urban contemporary,58,1996,0.815,0.453,0.333,0.021,0.0,0.118,118.957,-4.956,4.873333333333333,R&B,1
Down Rodeo,Rage Against The Machine,Rage Against The Machine,alternative metal;alternative rock;conscious hip hop;funk metal;hard rock;nu metal;political hip hop;post-grunge;rap metal;rap rock;rock,59,1996,0.427,0.867,0.56,0.00535,0.000846,0.128,170.256,-9.077,5.343766666666666,Hip Hop,2
Let Me Clear My Throat - Old School Reunion Remix '96,DJ Kool,DJ Kool,old school hip hop,56,1996,0.697,0.901,0.535,0.169,0.0,0.259,103.145,-7.154,4.836,Hip Hop,1
Rusty Cage,Johnny Cash,Johnny Cash,arkansas country;outlaw country;rock,56,1996,0.543,0.723,0.496,0.594,0.00316,0.0332,112.061,-5.889,2.806666666666667,Country,2
It's A Little Too Late - 1996 Greatest Hits Version,Mark Chesnutt,Mark Chesnutt,country;country road,57,1996,0.512,0.909,0.791,0.317,0.0,0.0504,172.975,-7.505,2.726,Country,2
Blue,LeAnn Rimes,LeAnn Rimes,contemporary country;country;country dawn;country road,58,1996,0.545,0.452,0.297,0.595,1.29e-06,0.0248,91.294,-8.604,2.825766666666667,Country,0
You,Jesse Powell;Gerald Albright,Jesse Powell,contemporary r&b;r&b,57,1996,0.722,0.327,0.266,0.299,0.000661,0.026,112.249,-9.612,5.307766666666667,R&B,0
I Ain't Mad At Cha (ft. Danny Boy),2Pac;Danny Boy,2Pac,g funk;gangster rap;hip hop;rap;west coast rap,61,1996,0.737,0.682,0.671,0.0149,5.36e-06,0.258,170.215,-5.872,4.894433333333334,Hip Hop,1
Hell on Earth (Front Lines),Mobb Deep,Mobb Deep,east coast hip hop;hardcore hip hop;hip hop;queens hip hop,66,1996,0.875,0.658,0.661,0.275,0.0,0.359,92.038,-3.641,4.568216666666666,Hip Hop,1
Two Dope Boyz (In a Cadillac),Outkast,Outkast,atl hip hop;dirty south rap;hip hop;old school atlanta hip hop;rap;southern hip hop,59,1996,0.809,0.718,0.493,0.0127,0.0,0.289,92.897,-4.398,2.7,Hip Hop,1
Her Man,Gary Allan,Gary Allan,contemporary country;country;country road,57,1996,0.636,0.424,0.378,0.373,0.0,0.0316,128.48,-11.316,2.738216666666667,Country,0
Po Pimp,Do Or Die,Do Or Die,chicago rap;gangster rap;southern hip hop,57,1996,0.81,0.428,0.649,0.0623,0.0,0.272,142.075,-14.248,3.913766666666667,Hip Hop,1
I Left Something Turned On At Home,Trace Adkins,Trace Adkins,contemporary country;country;country road,55,1996,0.623,0.91,0.929,0.169,0.00267,0.032,151.466,-5.29,3.137333333333333,Country,2
